Architecture    Offer                                      Publisher    Sku                                  Urn                                                                                                   Version
x64             ubuntu-22_04-lts                           Canonical    server-gen1                          Canonical:ubuntu-22_04-lts:server-gen1:22.04.202602250                                                22.04.202602250
x64             ubuntu-22_04-lts                           Canonical    server-gen1                          Canonical:ubuntu-22_04-lts:server-gen1:22.04.202603290                                                22.04.202603290
x64             ubuntu-22_04-lts                           Canonical    server-gen1                          Canonical:ubuntu-22_04-lts:server-gen1:22.04.202604250                                                22.04.202604250
x64             ubuntu-22_04-lts                           Canonical    server-gen1                          Canonical:ubuntu-22_04-lts:server-gen1:22.04.202605030                                                22.04.202605030
x64             ubuntu-22_04-lts                           Canonical    ubuntu-minimal                       Canonical:ubuntu-22_04-lts:ubuntu-minimal:22.04.202512180                                             22.04.202512180
x64             ubuntu-22_04-lts                           Canonical    ubuntu-minimal                       Canonical:ubuntu-22_04-lts:ubuntu-minimal:22.04.202603310                                             22.04.202603310
x64             ubuntu-22_04-lts                           Canonical    ubuntu-minimal                       Canonical:ubuntu-22_04-lts:ubuntu-minimal:22.04.202605040                                             22.04.202605040
x64             ubuntu-22_04-lts                           Canonical    ubuntu-minimal-gen1                  Canonical:ubuntu-22_04-lts:ubuntu-minimal-gen1:22.04.202512180                                        22.04.202512180
x64             ubuntu-22_04-lts                           Canonical    ubuntu-minimal-gen1                  Canonical:ubuntu-22_04-lts:ubuntu-minimal-gen1:22.04.202603310                                        22.04.202603310
x64             ubuntu-22_04-lts                           Canonical    ubuntu-minimal-gen1                  Canonical:ubuntu-22_04-lts:ubuntu-minimal-gen1:22.04.202605040                                        22.04.202605040
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro                           Canonical:ubuntu-22_04-lts:ubuntu-pro:22.04.202510140                                                 22.04.202510140
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro                           Canonical:ubuntu-22_04-lts:ubuntu-pro:22.04.202510210                                                 22.04.202510210
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro                           Canonical:ubuntu-22_04-lts:ubuntu-pro:22.04.202512181                                                 22.04.202512181
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro                           Canonical:ubuntu-22_04-lts:ubuntu-pro:22.04.202601220                                                 22.04.202601220
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro                           Canonical:ubuntu-22_04-lts:ubuntu-pro:22.04.202601280                                                 22.04.202601280
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro                           Canonical:ubuntu-22_04-lts:ubuntu-pro:22.04.202602240                                                 22.04.202602240
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro                           Canonical:ubuntu-22_04-lts:ubuntu-pro:22.04.202603290                                                 22.04.202603290
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro                           Canonical:ubuntu-22_04-lts:ubuntu-pro:22.04.202604240                                                 22.04.202604240
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro                           Canonical:ubuntu-22_04-lts:ubuntu-pro:22.04.202605030                                                 22.04.202605030
Arm64           ubuntu-22_04-lts                           Canonical    ubuntu-pro-arm64                     Canonical:ubuntu-22_04-lts:ubuntu-pro-arm64:22.04.202510140                                           22.04.202510140
Arm64           ubuntu-22_04-lts                           Canonical    ubuntu-pro-arm64                     Canonical:ubuntu-22_04-lts:ubuntu-pro-arm64:22.04.202510210                                           22.04.202510210
Arm64           ubuntu-22_04-lts                           Canonical    ubuntu-pro-arm64                     Canonical:ubuntu-22_04-lts:ubuntu-pro-arm64:22.04.202512181                                           22.04.202512181
Arm64           ubuntu-22_04-lts                           Canonical    ubuntu-pro-arm64                     Canonical:ubuntu-22_04-lts:ubuntu-pro-arm64:22.04.202601220                                           22.04.202601220
Arm64           ubuntu-22_04-lts                           Canonical    ubuntu-pro-arm64                     Canonical:ubuntu-22_04-lts:ubuntu-pro-arm64:22.04.202601280                                           22.04.202601280
Arm64           ubuntu-22_04-lts                           Canonical    ubuntu-pro-arm64                     Canonical:ubuntu-22_04-lts:ubuntu-pro-arm64:22.04.202602240                                           22.04.202602240
Arm64           ubuntu-22_04-lts                           Canonical    ubuntu-pro-arm64                     Canonical:ubuntu-22_04-lts:ubuntu-pro-arm64:22.04.202603290                                           22.04.202603290
Arm64           ubuntu-22_04-lts                           Canonical    ubuntu-pro-arm64                     Canonical:ubuntu-22_04-lts:ubuntu-pro-arm64:22.04.202604240                                           22.04.202604240
Arm64           ubuntu-22_04-lts                           Canonical    ubuntu-pro-arm64                     Canonical:ubuntu-22_04-lts:ubuntu-pro-arm64:22.04.202605030                                           22.04.202605030
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-cvm                       Canonical:ubuntu-22_04-lts:ubuntu-pro-cvm:22.04.202510140                                             22.04.202510140
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-cvm                       Canonical:ubuntu-22_04-lts:ubuntu-pro-cvm:22.04.202511190                                             22.04.202511190
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-cvm                       Canonical:ubuntu-22_04-lts:ubuntu-pro-cvm:22.04.202511250                                             22.04.202511250
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-cvm                       Canonical:ubuntu-22_04-lts:ubuntu-pro-cvm:22.04.202512181                                             22.04.202512181
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-cvm                       Canonical:ubuntu-22_04-lts:ubuntu-pro-cvm:22.04.202601280                                             22.04.202601280
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-cvm                       Canonical:ubuntu-22_04-lts:ubuntu-pro-cvm:22.04.202604150                                             22.04.202604150
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-cvm                       Canonical:ubuntu-22_04-lts:ubuntu-pro-cvm:22.04.202604290                                             22.04.202604290
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-cvm                       Canonical:ubuntu-22_04-lts:ubuntu-pro-cvm:22.04.202605040                                             22.04.202605040
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-cvm                       Canonical:ubuntu-22_04-lts:ubuntu-pro-cvm:22.04.202605070                                             22.04.202605070
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips                      Canonical:ubuntu-22_04-lts:ubuntu-pro-fips:22.04.202510150                                            22.04.202510150
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips                      Canonical:ubuntu-22_04-lts:ubuntu-pro-fips:22.04.202510210                                            22.04.202510210
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips                      Canonical:ubuntu-22_04-lts:ubuntu-pro-fips:22.04.202511220                                            22.04.202511220
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips                      Canonical:ubuntu-22_04-lts:ubuntu-pro-fips:22.04.202511250                                            22.04.202511250
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips                      Canonical:ubuntu-22_04-lts:ubuntu-pro-fips:22.04.202512181                                            22.04.202512181
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips                      Canonical:ubuntu-22_04-lts:ubuntu-pro-fips:22.04.202602050                                            22.04.202602050
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips                      Canonical:ubuntu-22_04-lts:ubuntu-pro-fips:22.04.202602150                                            22.04.202602150
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips                      Canonical:ubuntu-22_04-lts:ubuntu-pro-fips:22.04.202602240                                            22.04.202602240
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips                      Canonical:ubuntu-22_04-lts:ubuntu-pro-fips:22.04.202604150                                            22.04.202604150
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips                      Canonical:ubuntu-22_04-lts:ubuntu-pro-fips:22.04.202604260                                            22.04.202604260
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips                      Canonical:ubuntu-22_04-lts:ubuntu-pro-fips:22.04.202605040                                            22.04.202605040
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips                      Canonical:ubuntu-22_04-lts:ubuntu-pro-fips:22.04.202605080                                            22.04.202605080
Arm64           ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips-arm64                Canonical:ubuntu-22_04-lts:ubuntu-pro-fips-arm64:22.04.202510150                                      22.04.202510150
Arm64           ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips-arm64                Canonical:ubuntu-22_04-lts:ubuntu-pro-fips-arm64:22.04.202510210                                      22.04.202510210
Arm64           ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips-arm64                Canonical:ubuntu-22_04-lts:ubuntu-pro-fips-arm64:22.04.202511220                                      22.04.202511220
Arm64           ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips-arm64                Canonical:ubuntu-22_04-lts:ubuntu-pro-fips-arm64:22.04.202511250                                      22.04.202511250
Arm64           ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips-arm64                Canonical:ubuntu-22_04-lts:ubuntu-pro-fips-arm64:22.04.202512181                                      22.04.202512181
Arm64           ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips-arm64                Canonical:ubuntu-22_04-lts:ubuntu-pro-fips-arm64:22.04.202602050                                      22.04.202602050
Arm64           ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips-arm64                Canonical:ubuntu-22_04-lts:ubuntu-pro-fips-arm64:22.04.202602150                                      22.04.202602150
Arm64           ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips-arm64                Canonical:ubuntu-22_04-lts:ubuntu-pro-fips-arm64:22.04.202602240                                      22.04.202602240
Arm64           ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips-arm64                Canonical:ubuntu-22_04-lts:ubuntu-pro-fips-arm64:22.04.202604150                                      22.04.202604150
Arm64           ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips-arm64                Canonical:ubuntu-22_04-lts:ubuntu-pro-fips-arm64:22.04.202604260                                      22.04.202604260
Arm64           ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips-arm64                Canonical:ubuntu-22_04-lts:ubuntu-pro-fips-arm64:22.04.202605040                                      22.04.202605040
Arm64           ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips-arm64                Canonical:ubuntu-22_04-lts:ubuntu-pro-fips-arm64:22.04.202605080                                      22.04.202605080
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips-gen1                 Canonical:ubuntu-22_04-lts:ubuntu-pro-fips-gen1:22.04.202510150                                       22.04.202510150
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips-gen1                 Canonical:ubuntu-22_04-lts:ubuntu-pro-fips-gen1:22.04.202510210                                       22.04.202510210
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips-gen1                 Canonical:ubuntu-22_04-lts:ubuntu-pro-fips-gen1:22.04.202511220                                       22.04.202511220
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips-gen1                 Canonical:ubuntu-22_04-lts:ubuntu-pro-fips-gen1:22.04.202511250                                       22.04.202511250
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips-gen1                 Canonical:ubuntu-22_04-lts:ubuntu-pro-fips-gen1:22.04.202512181                                       22.04.202512181
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips-gen1                 Canonical:ubuntu-22_04-lts:ubuntu-pro-fips-gen1:22.04.202602050                                       22.04.202602050
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips-gen1                 Canonical:ubuntu-22_04-lts:ubuntu-pro-fips-gen1:22.04.202602150                                       22.04.202602150
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips-gen1                 Canonical:ubuntu-22_04-lts:ubuntu-pro-fips-gen1:22.04.202602240                                       22.04.202602240
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips-gen1                 Canonical:ubuntu-22_04-lts:ubuntu-pro-fips-gen1:22.04.202604150                                       22.04.202604150
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips-gen1                 Canonical:ubuntu-22_04-lts:ubuntu-pro-fips-gen1:22.04.202604260                                       22.04.202604260
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips-gen1                 Canonical:ubuntu-22_04-lts:ubuntu-pro-fips-gen1:22.04.202605040                                       22.04.202605040
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-fips-gen1                 Canonical:ubuntu-22_04-lts:ubuntu-pro-fips-gen1:22.04.202605080                                       22.04.202605080
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-gen1                      Canonical:ubuntu-22_04-lts:ubuntu-pro-gen1:22.04.202510140                                            22.04.202510140
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-gen1                      Canonical:ubuntu-22_04-lts:ubuntu-pro-gen1:22.04.202510210                                            22.04.202510210
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-gen1                      Canonical:ubuntu-22_04-lts:ubuntu-pro-gen1:22.04.202512181                                            22.04.202512181
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-gen1                      Canonical:ubuntu-22_04-lts:ubuntu-pro-gen1:22.04.202601220                                            22.04.202601220
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-gen1                      Canonical:ubuntu-22_04-lts:ubuntu-pro-gen1:22.04.202601280                                            22.04.202601280
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-gen1                      Canonical:ubuntu-22_04-lts:ubuntu-pro-gen1:22.04.202602240                                            22.04.202602240
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-gen1                      Canonical:ubuntu-22_04-lts:ubuntu-pro-gen1:22.04.202603290                                            22.04.202603290
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-gen1                      Canonical:ubuntu-22_04-lts:ubuntu-pro-gen1:22.04.202604240                                            22.04.202604240
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-gen1                      Canonical:ubuntu-22_04-lts:ubuntu-pro-gen1:22.04.202605030                                            22.04.202605030
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal                   Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal:22.04.202510080                                         22.04.202510080
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal                   Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal:22.04.202510210                                         22.04.202510210
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal                   Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal:22.04.202511240                                         22.04.202511240
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal                   Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal:22.04.202512180                                         22.04.202512180
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal                   Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal:22.04.202602190                                         22.04.202602190
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal                   Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal:22.04.202603310                                         22.04.202603310
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal                   Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal:22.04.202604300                                         22.04.202604300
Arm64           ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-arm64             Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-arm64:22.04.202510080                                   22.04.202510080
Arm64           ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-arm64             Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-arm64:22.04.202510210                                   22.04.202510210
Arm64           ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-arm64             Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-arm64:22.04.202511240                                   22.04.202511240
Arm64           ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-arm64             Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-arm64:22.04.202512180                                   22.04.202512180
Arm64           ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-arm64             Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-arm64:22.04.202602190                                   22.04.202602190
Arm64           ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-arm64             Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-arm64:22.04.202603310                                   22.04.202603310
Arm64           ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-arm64             Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-arm64:22.04.202604300                                   22.04.202604300
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-cis-level-1       Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-cis-level-1:22.04.202507290                             22.04.202507290
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-cis-level-1       Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-cis-level-1:22.04.202512180                             22.04.202512180
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-cis-level-1       Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-cis-level-1:22.04.202601270                             22.04.202601270
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-cis-level-1       Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-cis-level-1:22.04.202603310                             22.04.202603310
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-cis-level-1       Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-cis-level-1:22.04.202604290                             22.04.202604290
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-cis-level-1       Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-cis-level-1:22.04.202605060                             22.04.202605060
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-cis-level-1-gen1  Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-cis-level-1-gen1:22.04.202507290                        22.04.202507290
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-cis-level-1-gen1  Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-cis-level-1-gen1:22.04.202512180                        22.04.202512180
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-cis-level-1-gen1  Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-cis-level-1-gen1:22.04.202601270                        22.04.202601270
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-cis-level-1-gen1  Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-cis-level-1-gen1:22.04.202603310                        22.04.202603310
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-cis-level-1-gen1  Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-cis-level-1-gen1:22.04.202604290                        22.04.202604290
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-cis-level-1-gen1  Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-cis-level-1-gen1:22.04.202605060                        22.04.202605060
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-cis-level-2       Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-cis-level-2:22.04.202507290                             22.04.202507290
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-cis-level-2       Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-cis-level-2:22.04.202512180                             22.04.202512180
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-cis-level-2       Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-cis-level-2:22.04.202603310                             22.04.202603310
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-cis-level-2       Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-cis-level-2:22.04.202604290                             22.04.202604290
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-cis-level-2       Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-cis-level-2:22.04.202605060                             22.04.202605060
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-cis-level-2-gen1  Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-cis-level-2-gen1:22.04.202507290                        22.04.202507290
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-cis-level-2-gen1  Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-cis-level-2-gen1:22.04.202512180                        22.04.202512180
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-cis-level-2-gen1  Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-cis-level-2-gen1:22.04.202603310                        22.04.202603310
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-cis-level-2-gen1  Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-cis-level-2-gen1:22.04.202604290                        22.04.202604290
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-cis-level-2-gen1  Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-cis-level-2-gen1:22.04.202605060                        22.04.202605060
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-gen1              Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-gen1:22.04.202510080                                    22.04.202510080
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-gen1              Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-gen1:22.04.202510210                                    22.04.202510210
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-gen1              Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-gen1:22.04.202511240                                    22.04.202511240
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-gen1              Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-gen1:22.04.202512180                                    22.04.202512180
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-gen1              Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-gen1:22.04.202602190                                    22.04.202602190
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-gen1              Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-gen1:22.04.202603310                                    22.04.202603310
x64             ubuntu-22_04-lts                           Canonical    ubuntu-pro-minimal-gen1              Canonical:ubuntu-22_04-lts:ubuntu-pro-minimal-gen1:22.04.202604300                                    22.04.202604300
x64             ubuntu-22_04-lts-daily                     Canonical    minimal                              Canonical:ubuntu-22_04-lts-daily:minimal:22.04.202601120                                              22.04.202601120
x64             ubuntu-22_04-lts-daily                     Canonical    minimal                              Canonical:ubuntu-22_04-lts-daily:minimal:22.04.202601140                                              22.04.202601140
x64             ubuntu-22_04-lts-daily                     Canonical    minimal                              Canonical:ubuntu-22_04-lts-daily:minimal:22.04.202601190                                              22.04.202601190
x64             ubuntu-22_04-lts-daily                     Canonical    minimal                              Canonical:ubuntu-22_04-lts-daily:minimal:22.04.202601200                                              22.04.202601200
x64             ubuntu-22_04-lts-daily                     Canonical    minimal                              Canonical:ubuntu-22_04-lts-daily:minimal:22.04.202601210                                              22.04.202601210
x64             ubuntu-22_04-lts-daily                     Canonical    minimal                              Canonical:ubuntu-22_04-lts-daily:minimal:22.04.202601280                                              22.04.202601280
x64             ubuntu-22_04-lts-daily                     Canonical    minimal                              Canonical:ubuntu-22_04-lts-daily:minimal:22.04.202602030                                              22.04.202602030
x64             ubuntu-22_04-lts-daily                     Canonical    minimal                              Canonical:ubuntu-22_04-lts-daily:minimal:22.04.202602050                                              22.04.202602050
x64             ubuntu-22_04-lts-daily                     Canonical    minimal                              Canonical:ubuntu-22_04-lts-daily:minimal:22.04.202602180                                              22.04.202602180
x64             ubuntu-22_04-lts-daily                     Canonical    minimal                              Canonical:ubuntu-22_04-lts-daily:minimal:22.04.202602190                                              22.04.202602190
x64             ubuntu-22_04-lts-daily                     Canonical    minimal                              Canonical:ubuntu-22_04-lts-daily:minimal:22.04.202602220                                              22.04.202602220
x64             ubuntu-22_04-lts-daily                     Canonical    minimal                              Canonical:ubuntu-22_04-lts-daily:minimal:22.04.202603310                                              22.04.202603310
x64             ubuntu-22_04-lts-daily                     Canonical    minimal                              Canonical:ubuntu-22_04-lts-daily:minimal:22.04.202604010                                              22.04.202604010
x64             ubuntu-22_04-lts-daily                     Canonical    minimal                              Canonical:ubuntu-22_04-lts-daily:minimal:22.04.202604100                                              22.04.202604100
x64             ubuntu-22_04-lts-daily                     Canonical    minimal                              Canonical:ubuntu-22_04-lts-daily:minimal:22.04.202604160                                              22.04.202604160
x64             ubuntu-22_04-lts-daily                     Canonical    minimal                              Canonical:ubuntu-22_04-lts-daily:minimal:22.04.202605040                                              22.04.202605040
x64             ubuntu-22_04-lts-daily                     Canonical    minimal                              Canonical:ubuntu-22_04-lts-daily:minimal:22.04.202605250                                              22.04.202605250
x64             ubuntu-22_04-lts-daily                     Canonical    minimal                              Canonical:ubuntu-22_04-lts-daily:minimal:22.04.202605260                                              22.04.202605260
x64             ubuntu-22_04-lts-daily                     Canonical    minimal-gen1                         Canonical:ubuntu-22_04-lts-daily:minimal-gen1:22.04.202601120                                         22.04.202601120
x64             ubuntu-22_04-lts-daily                     Canonical    minimal-gen1                         Canonical:ubuntu-22_04-lts-daily:minimal-gen1:22.04.202601140                                         22.04.202601140
x64             ubuntu-22_04-lts-daily                     Canonical    minimal-gen1                         Canonical:ubuntu-22_04-lts-daily:minimal-gen1:22.04.202601190                                         22.04.202601190
x64             ubuntu-22_04-lts-daily                     Canonical    minimal-gen1                         Canonical:ubuntu-22_04-lts-daily:minimal-gen1:22.04.202601200                                         22.04.202601200
x64             ubuntu-22_04-lts-daily                     Canonical    minimal-gen1                         Canonical:ubuntu-22_04-lts-daily:minimal-gen1:22.04.202601210                                         22.04.202601210
x64             ubuntu-22_04-lts-daily                     Canonical    minimal-gen1                         Canonical:ubuntu-22_04-lts-daily:minimal-gen1:22.04.202601280                                         22.04.202601280
x64             ubuntu-22_04-lts-daily                     Canonical    minimal-gen1                         Canonical:ubuntu-22_04-lts-daily:minimal-gen1:22.04.202602030                                         22.04.202602030
x64             ubuntu-22_04-lts-daily                     Canonical    minimal-gen1                         Canonical:ubuntu-22_04-lts-daily:minimal-gen1:22.04.202602050                                         22.04.202602050
x64             ubuntu-22_04-lts-daily                     Canonical    minimal-gen1                         Canonical:ubuntu-22_04-lts-daily:minimal-gen1:22.04.202602180                                         22.04.202602180
x64             ubuntu-22_04-lts-daily                     Canonical    minimal-gen1                         Canonical:ubuntu-22_04-lts-daily:minimal-gen1:22.04.202602190                                         22.04.202602190
x64             ubuntu-22_04-lts-daily                     Canonical    minimal-gen1                         Canonical:ubuntu-22_04-lts-daily:minimal-gen1:22.04.202602220                                         22.04.202602220
x64             ubuntu-22_04-lts-daily                     Canonical    minimal-gen1                         Canonical:ubuntu-22_04-lts-daily:minimal-gen1:22.04.202603310                                         22.04.202603310
x64             ubuntu-22_04-lts-daily                     Canonical    minimal-gen1                         Canonical:ubuntu-22_04-lts-daily:minimal-gen1:22.04.202604010                                         22.04.202604010
x64             ubuntu-22_04-lts-daily                     Canonical    minimal-gen1                         Canonical:ubuntu-22_04-lts-daily:minimal-gen1:22.04.202604100                                         22.04.202604100
x64             ubuntu-22_04-lts-daily                     Canonical    minimal-gen1                         Canonical:ubuntu-22_04-lts-daily:minimal-gen1:22.04.202604160                                         22.04.202604160
x64             ubuntu-22_04-lts-daily                     Canonical    minimal-gen1                         Canonical:ubuntu-22_04-lts-daily:minimal-gen1:22.04.202605040                                         22.04.202605040
x64             ubuntu-22_04-lts-daily                     Canonical    minimal-gen1                         Canonical:ubuntu-22_04-lts-daily:minimal-gen1:22.04.202605250                                         22.04.202605250
x64             ubuntu-22_04-lts-daily                     Canonical    minimal-gen1                         Canonical:ubuntu-22_04-lts-daily:minimal-gen1:22.04.202605260                                         22.04.202605260
x64             ubuntu-22_04-lts-daily                     Canonical    server                               Canonical:ubuntu-22_04-lts-daily:server:22.04.202602040                                               22.04.202602040
